positnSn,positnNm,positnRgnNm,positnLotnoAddr,positnRdnmAddr,positnPstnAddExpln,positnPstnLat,positnPstnLot,positnIntdcCn,positnCnvncFcltSrvcExpln,prkMthdExpln,monSalsHrExplnCn,tuesSalsHrExplnCn,wedSalsHrExplnCn,thurSalsHrExplnCn,friSalsHrExplnCn,satSalsHrExplnCn,sunSalsHrExplnCn,lhldySalsHrExplnCn,lhldyDyoffCn,tmprLhldyCn,dyoffBgndeCn,dyoffEnddtCn,dyoffRsnExpln,bscTelnoCn,rprsTelnoCn,telnoExpln,indivTelnoCn,lnkgHmpgUrlAddr,indivRelSrchListCn,comRelSrwrdListCn,clctItemCn,etcMttrCn
176,땅끝희망이 송지자원순환가게,해남군,전라남도 해남군 산정리 772-3,전라남도 해남군 송지면 산정1길 96,송지면사무소,34.3695568,126.5191149,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 6시간씩)
",단체 이용 가능,송지면사무소,10:00 ~ 12:00,휴무,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5071),061-531-3162,해남군 환경과,061-531-3162,,송지면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
177,땅끝희망이 계곡자원순환가게,해남군,전라남도 해남군 성진리 89-2,전라남도 해남군 계곡면 해남로 1442,계곡면사무소,34.6452173,126.6594557,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 10시간씩)
",단체 이용 가능,계곡면사무소,휴무,휴무,14:00 ~ 16:00,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5075),061-531-3365,해남군 환경과,061-531-3365,,계곡면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
178,땅끝희망이 옥천자원순환가게,해남군,전라남도 해남군 영춘리 538-7,전라남도 해남군 옥천면 영춘2길 3,옥천면사무소 옆,34.5674263,126.6484519,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 9시간씩)
",단체 이용 가능,옥천면사무소 옆,휴무,휴무,10:00 ~ 12:00,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5074),061-531-3316,해남군 환경과,061-531-3316,,옥천면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
179,땅끝희망이 황산자원순환가게,해남군,전라남도 해남군 우항리 422-4,전라남도 해남군 황산면 시등로 70,황산면사무소,34.5767794,126.4364299,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 12시간씩)
",단체 이용 가능,황산면사무소,휴무,휴무,휴무,10:00 ~ 12:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5077),061-531-3465,해남군 환경과,061-531-3465,,황산면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
180,땅끝희망이 현산자원순환가게,해남군,전라남도 해남군 일평리 842-3,전라남도 해남군 현산면 현산북평로 93,현산면사무소 부근,34.4592116,126.5541428,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 5시간씩)
",단체 이용 가능,현산면사무소 부근,14:00 ~ 16:00,휴무,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5070),061-531-3115,해남군 환경과,061-531-3115,,현산면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
181,땅끝희망이 산이자원순환가게,해남군,전라남도 해남군 초송리 527-6,전라남도 해남군 산이면 비석길 102,산이면사무소,34.6448116,126.4478956,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 13시간씩)
",단체 이용 가능,산이면사무소,휴무,휴무,10:00 ~ 12:00,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5078),061-531-3516,해남군 환경과,061-531-3516,,산이면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
182,땅끝희망이 삼산자원순환가게,해남군,전라남도 해남군 평활리 897-3,전라남도 해남군 삼산면 신기큰길 24-1,삼산면사무소 부근,34.5194201,126.6106376,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 3시간씩)
",단체 이용 가능,삼산면사무소 부근,휴무,10:00 ~ 12:00,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5068),061-531-3015,해남군 환경과,061-531-3015,,삼산면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
183,해남군 자원순환복합센터,해남군,전라남도 해남군 해리 646-1,전라남도 해남군 해남읍 영빈로17,,34.567296,126.6026193,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 2시간씩)
  ","단체 이용 가능, 예약, 대기공간",센터 옆 공영주차장,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5067),061-530-5045,해남군 환경과,061-530-5045,,해남군,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
184,땅끝희망이 마산자원순환가게,해남군,전라남도 해남군 화내리 263-2,전라남도 해남군 마산면 마산로 445,마산면사무소,34.6216946,126.5683137,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 11시간씩)
",단체 이용 가능,마산면사무소,휴무,휴무,휴무,휴무,10:00 ~ 12:00,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5076),061-531-3415,해남군 환경과,061-531-3415,,마산면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
185,땅끝희망이 북평자원순환가게,해남군,전라남도 해남군-1278,전라남도 해남군 북평면 달량진길 8,북평면사무소,34.4077235,126.625567,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 7시간씩)
",단체 이용 가능,북평면사무소,휴무,휴무,휴무,10:00 ~ 12:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5072),061-531-3216,해남군 환경과,061-531-3216,,북평면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
186,땅끝희망이 북일자원순환가게,해남군,전라남도 해남군-161,전라남도 해남군 북일면 만월길 26-1,북일면사무소 부근,34.4638282,126.6722206,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 8시간씩)
",단체 이용 가능,북일면사무소 부근,휴무,휴무,휴무,14:00 ~ 16:00,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5073),061-531-3264,해남군 환경과,061-531-3264,,북일면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
187,땅끝희망이 화원자원순환가게,해남군,전라남도 해남군-216,전라남도 해남군 화원면 금평길 32,화원면사무소,34.6707827,126.3278416,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 15시간씩)
",단체 이용 가능,화원면사무소,10:00 ~ 12:00,휴무,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5080),061-531-3615,해남군 환경과,061-531-3615,,화원면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
188,땅끝희망이 문내자원순환가게,해남군,전라남도 해남군-868,전라남도 해남군 문내면 동영길 10,문내면사무소,4.596996,126.3140471,"? 찾아가는 주민참여형 자원순환사업 “땅끝희망이”
  - 깨끗한 재활용품(5종 17품목)을 가져오면 무게를 측정한 후 
     품목별 단가를 적용하여 포인트 적립 후 현금 지급
  - 자원관리사: 9명(기간제) / 3조 운영(조별 3명)
  - 운영장소: 
   · 상    시: 자원순환복합센터(월~토, 09:00 ~ 18:00)
   · 순    회: 13개 면사무소(월~금, 오전·후 14시간씩)
",단체 이용 가능,문내면사무소,휴무,10:00 ~ 12:00,휴무,휴무,휴무,휴무,휴무,휴무,전체휴무,전체휴무,,,,해남군 환경과 (061-530-5079),061-531-3564,해남군 환경과,061-531-3564,,문내면,"해남군, 자원순환, 땅끝희망이, 자원순환가게, 재활용품 보상, 플라스틱, 비닐, 캔, 분리배출, 재활용","(플라스틱류(뚜껑 포함))
투명PET
유색혼합PET
PE
PP
판PET
OTHER
빨대
(캔류)
알루미늄 캔
철 캔
(중고의류)
의류
의류 외
(종이류)
종이팩
서적
(비닐류)
비닐
PE비닐","품목 및 단가 변경 가능
근로자의 날 등 공휴일(임시공휴일 포함)은 휴무"
